level;position;tech_stack;experience;gender;company;company_size;work_type;city;currency;salary;raise_period
Junior;Front-end Developer;"JavaScript | Html | Css;Vue";0 - 1 Yýl;Kadýn;Startup;250+;Remote;Ýstanbul;? - Türk Lirasý;30.000 - 30.999;1
Junior;Full Stack Developer;".Net;JavaScript | Html | Css";1 - 3 Yýl;Erkek;Outsource;51 - 100 Kiþi;Hibrit (Ofis + Remote);Ýstanbul;? - Türk Lirasý;32.000 - 32.999;2
Senior;Back-end Developer;"Java;JavaScript | Html | Css";15 Yýl ve üzeri;Erkek;Kurumsal;250+;Hibrit (Ofis + Remote);Ýstanbul;? - Türk Lirasý;150.000 - 154.999;2
Senior;Mobile Application Developer (Android);"Java;Kotlin";5 - 7 Yýl;Erkek;Outsource;101 - 249 Kiþi;Remote;Ýstanbul;? - Türk Lirasý;90.000 - 94.999;2
Middle;Back-end Developer;"Java;JavaScript | Html | Css;Angular";1 - 3 Yýl;Erkek;Outsource;51 - 100 Kiþi;Hibrit (Ofis + Remote);Ýstanbul;? - Türk Lirasý;45.000 - 45.999;2
Junior;Back-end Developer;Php;1 - 3 Yýl;Erkek;Kurumsal;101 - 249 Kiþi;Remote;Ýstanbul;? - Türk Lirasý;40.000 - 40.999;1
Junior;Full Stack Developer;".Net;Angular";1 - 3 Yýl;Kadýn;Kurumsal;11 - 20 Kiþi;Ofis;Kocaeli;? - Türk Lirasý;30.000 - 30.999;1
Middle;Full Stack Developer;".Net;JavaScript | Html | Css";7 - 10 Yýl;Erkek;Kurumsal;250+;Ofis;Ankara;? - Türk Lirasý;30.000 - 30.999;1
Senior;Software Architect;Java;12 - 14 Yýl;Kadýn;Banka;250+;Remote;Ýstanbul;? - Türk Lirasý;120.000 - 124.999;2
Senior;Software Development Manager / Engineering Manager;Java;15 Yýl ve üzeri;Erkek;Kurumsal;250+;Remote;Ankara;? - Türk Lirasý;105.000 - 109.999;2
Senior;Back-end Developer;Php;5 - 7 Yýl;Erkek;Kurumsal;250+;Hibrit (Ofis + Remote);Ýstanbul;? - Türk Lirasý;63.000 - 63.999;2
Junior;Full Stack Developer;".Net;Angular";0 - 1 Yýl;Erkek;Kurumsal;21 - 50 Kiþi;Hibrit (Ofis + Remote);Ýstanbul;? - Türk Lirasý;24.000 - 24.999;1
Middle;QA / Automation;Java;1 - 3 Yýl;Erkek;Kurumsal;250+;Remote;Ýstanbul;? - Türk Lirasý;43.000 - 43.999;2
Junior;Full Stack Developer;".Net;JavaScript | Html | Css";1 - 3 Yýl;Erkek;Yazýlým Evi & Danýþmanlýk;1 - 5 Kiþi;Ofis;Ýstanbul;? - Türk Lirasý;28.000 - 28.999;2
Junior;Full Stack Developer;"Php;NodeJS;JavaScript | Html | Css;React;";1 - 3 Yýl;Erkek;Startup;1 - 5 Kiþi;Hibrit (Ofis + Remote);Yalova;? - Türk Lirasý;32.000 - 32.999;2
Senior;Director of Software Development;"Java;.Net;Kotlin;Swift;JavaScript | Html | Css;React;Flutter";15 Yýl ve üzeri;Erkek;Yazýlým Evi & Danýþmanlýk;101 - 249 Kiþi;Hibrit (Ofis + Remote);Ýstanbul;? - Türk Lirasý;200.000+;2
Middle;Embedded Software Developer;"Python;C / C++";3 - 5 Yýl;Kadýn;Kurumsal;250+;Hibrit (Ofis + Remote);Ankara;? - Türk Lirasý;64.000 - 64.999;4
Senior;Data Scientist;Python;7 - 10 Yýl;Erkek;Startup;11 - 20 Kiþi;Remote;Ankara;? - Türk Lirasý;74.000 - 74.999;1
Senior;Front-end Developer;"NodeJS;JavaScript | Html | Css;React";12 - 14 Yýl;Erkek;Kurumsal;51 - 100 Kiþi;Hibrit (Ofis + Remote);Ankara;? - Türk Lirasý;145.000 - 149.999;2
Senior;Back-end Developer;Go;7 - 10 Yýl;Erkek;Startup;11 - 20 Kiþi;Hibrit (Ofis + Remote);Ýstanbul;? - Türk Lirasý;90.000 - 94.999;1
Senior;Full Stack Developer;".Net;JavaScript | Html | Css;Angular";5 - 7 Yýl;Erkek;Yazýlým Evi & Danýþmanlýk;11 - 20 Kiþi;Hibrit (Ofis + Remote);Ýstanbul;? - Türk Lirasý;80.000 - 84.999;2
Senior;Back-end Developer;Java;5 - 7 Yýl;Kadýn;Outsource;250+;Remote;Ýstanbul;? - Türk Lirasý;75.000 - 79.999;1
Senior;Front-end Developer;"JavaScript | Html | Css;React";5 - 7 Yýl;Erkek;Kurumsal;250+;Hibrit (Ofis + Remote);Ýstanbul;? - Türk Lirasý;100.000 - 104.999;1
Senior;Data Scientist;Python;5 - 7 Yýl;Erkek;Startup;101 - 249 Kiþi;Remote;Ýstanbul;$ - Dolar;3.000 - 3.999;1
Senior;Team / Tech Lead;"NodeJS;JavaScript | Html | Css;React";7 - 10 Yýl;Erkek;Startup;250+;Ofis;Ýstanbul;? - Türk Lirasý;130.000 - 134.999;2
Senior;Back-end Developer;.Net;3 - 5 Yýl;Erkek;Kurumsal;250+;Hibrit (Ofis + Remote);Ankara;? - Türk Lirasý;67.000 - 67.999;2
Senior;Team / Tech Lead;"Java;Python;JavaScript | Html | Css;Playwright";5 - 7 Yýl;Erkek;Fintech;101 - 249 Kiþi;Remote;Ýstanbul;€ - Euro;3.000 - 3.999;1
Senior;Team / Tech Lead;Python;12 - 14 Yýl;Erkek;Kurumsal;250+;Hibrit (Ofis + Remote);Ýstanbul;? - Türk Lirasý;125.000 - 129.999;2
Senior;Back-end Developer;.Net;10 - 12 Yýl;Erkek;Yazýlým Evi & Danýþmanlýk;51 - 100 Kiþi;Remote;Muðla;? - Türk Lirasý;80.000 - 84.999;2
Junior;Embedded Software Developer;C / C++;1 - 3 Yýl;Erkek;Outsource;250+;Hibrit (Ofis + Remote);Ýzmir;€ - Euro;1.000 - 1.999;1
Junior;Full Stack Developer;".Net;JavaScript | Html | Css;Vue;Angular;Sql";1 - 3 Yýl;Erkek;Startup;6 - 10 Kiþi;Hibrit (Ofis + Remote);Ýstanbul;? - Türk Lirasý;53.000 - 53.999;2
Senior;Full Stack Developer;Java;15 Yýl ve üzeri;Kadýn;E-Ticaret;6 - 10 Kiþi;Ofis;Ýstanbul;? - Türk Lirasý;60.000 - 60.999;1
Senior;Team / Tech Lead;.Net;10 - 12 Yýl;Erkek;Kurumsal;51 - 100 Kiþi;Hibrit (Ofis + Remote);Ýstanbul;? - Türk Lirasý;75.000 - 79.999;2
Middle;Mobile Application Developer (Full Stack);"Go;Swift;Flutter";1 - 3 Yýl;Erkek;Kurumsal;250+;Ofis;Ankara;? - Türk Lirasý;32.000 - 32.999;2
Senior;Embedded Software Developer;C / C++;7 - 10 Yýl;Erkek;Üretim;101 - 249 Kiþi;Ofis;Ýstanbul;? - Türk Lirasý;63.000 - 63.999;1
Junior;Machine Learning Engineer;Python;1 - 3 Yýl;Kadýn;Startup;11 - 20 Kiþi;Hibrit (Ofis + Remote);Ankara;? - Türk Lirasý;32.000 - 32.999;2
Middle;Back-end Developer;Python;3 - 5 Yýl;Erkek;Banka;51 - 100 Kiþi;Remote;Antalya;? - Türk Lirasý;52.000 - 52.999;2
Middle;Mobile Application Developer (iOS);"Swift;Objective C";1 - 3 Yýl;Erkek;Banka;250+;Hibrit (Ofis + Remote);Ýstanbul;? - Türk Lirasý;59.000 - 59.999;2
Middle;Mobile Application Developer (Full Stack);"React;React Native";1 - 3 Yýl;Erkek;Kurumsal;51 - 100 Kiþi;Ofis;Ankara;? - Türk Lirasý;72.000 - 72.999;2
Senior;Full Stack Developer;".Net;JavaScript | Html | Css;React;Vue;React Native";7 - 10 Yýl;Erkek;Kurumsal;6 - 10 Kiþi;Hibrit (Ofis + Remote);Ýzmir;? - Türk Lirasý;75.000 - 79.999;2
Middle;Full Stack Developer;".Net;JavaScript | Html | Css;React";1 - 3 Yýl;Kadýn;Banka;250+;Hibrit (Ofis + Remote);Ýzmir;? - Türk Lirasý;72.000 - 72.999;2
Senior;Mobile Application Developer (Full Stack);"NodeJS;JavaScript | Html | Css;React;React Native";7 - 10 Yýl;Erkek;Yazýlým Evi & Danýþmanlýk;101 - 249 Kiþi;Remote;Denizli;? - Türk Lirasý;71.000 - 71.999;2
Senior;Full Stack Developer;"JavaScript | Html | Css;React";15 Yýl ve üzeri;Erkek;Kurumsal;101 - 249 Kiþi;Ofis;Ankara;? - Türk Lirasý;75.000 - 79.999;1
Senior;Full Stack Developer;.Net;5 - 7 Yýl;Erkek;Banka;250+;Remote;Bursa;? - Türk Lirasý;72.000 - 72.999;2
Senior;Full Stack Developer;".Net;React";7 - 10 Yýl;Erkek;Kurumsal;250+;Remote;Bursa;? - Türk Lirasý;100.000 - 104.999;1
Junior;Front-end Developer;"JavaScript | Html | Css;React";0 - 1 Yýl;Erkek;Kurumsal;6 - 10 Kiþi;Hibrit (Ofis + Remote);Nevþehir;? - Türk Lirasý;28.000 - 28.999;1
Middle;QA / Manuel Test;Java;3 - 5 Yýl;Kadýn;Telekomünikasyon;250+;Remote;Ýstanbul;? - Türk Lirasý;47.000 - 47.999;1
Middle;Full Stack Developer;".Net;JavaScript | Html | Css;React";3 - 5 Yýl;Erkek;Kurumsal;101 - 249 Kiþi;Hibrit (Ofis + Remote);Ýzmir;? - Türk Lirasý;41.000 - 41.999;1
Senior;Team / Tech Lead;"Go;Python;JavaScript | Html | Css;React;React Native";5 - 7 Yýl;Erkek;Startup;11 - 20 Kiþi;Hibrit (Ofis + Remote);Kocaeli;? - Türk Lirasý;80.000 - 84.999;1
Junior;Data Analyst;MS SQL - POWERBI - GRAFANA;1 - 3 Yýl;Kadýn;Yazýlým Evi & Danýþmanlýk;250+;Hibrit (Ofis + Remote);Þanlýurfa;? - Türk Lirasý;17.000 - 17.999;1
Senior;Database Administrator (DBA);Postgresql;5 - 7 Yýl;Erkek;Kurumsal;21 - 50 Kiþi;Ofis;Ankara;? - Türk Lirasý;63.000 - 63.999;2
Senior;Team / Tech Lead;C / C++;7 - 10 Yýl;Erkek;Kurumsal;250+;Hibrit (Ofis + Remote);Kocaeli;? - Türk Lirasý;80.000 - 84.999;1
Middle;Mobile Application Developer (Android);"Java;Kotlin";1 - 3 Yýl;Erkek;Outsource;11 - 20 Kiþi;Remote;Kocaeli;? - Türk Lirasý;45.000 - 45.999;1
Middle;Full Stack Developer;"Java;React";1 - 3 Yýl;Kadýn;Kurumsal;250+;Hibrit (Ofis + Remote);Ankara;? - Türk Lirasý;60.000 - 60.999;2
Senior;Full Stack Developer;".Net;Angular";1 - 3 Yýl;Erkek;Startup;6 - 10 Kiþi;Ofis;Ankara;? - Türk Lirasý;39.000 - 39.999;1
Senior;Back-end Developer;.Net;15 Yýl ve üzeri;Erkek;Startup;21 - 50 Kiþi;Hibrit (Ofis + Remote);Ankara;? - Türk Lirasý;80.000 - 84.999;1
Middle;Front-end Developer;Vue;3 - 5 Yýl;Kadýn;Kurumsal;250+;Remote;Ýstanbul;? - Türk Lirasý;56.000 - 56.999;2
Middle;Full Stack Developer;".Net;JavaScript | Html | Css;React";3 - 5 Yýl;Erkek;Outsource;11 - 20 Kiþi;Ofis;Denizli;$ - Dolar;2.000 - 2.999;1
Middle;Embedded Software Developer;"Python;C / C++";1 - 3 Yýl;Erkek;Startup;1 - 5 Kiþi;Ofis;Ankara;? - Türk Lirasý;60.000 - 60.999;2
Senior;Software Development Manager / Engineering Manager;"Python;C / C++";15 Yýl ve üzeri;Erkek;Kurumsal;250+;Hibrit (Ofis + Remote);Ýstanbul;? - Türk Lirasý;170.000 - 174.999;1
Junior;Full Stack Developer;.Net;1 - 3 Yýl;Erkek;Kurumsal;250+;Ofis;Gaziantep;? - Türk Lirasý;27.000 - 27.999;1
Middle;Game Developer;Unity;3 - 5 Yýl;Erkek;Oyun;51 - 100 Kiþi;Hibrit (Ofis + Remote);Ýzmir;$ - Dolar;2.000 - 2.999;1
Middle;Back-end Developer;"Java;React";5 - 7 Yýl;Erkek;Kurumsal;250+;Ofis;Ankara;? - Türk Lirasý;75.000 - 79.999;2
Senior;Back-end Developer;".Net;Python";7 - 10 Yýl;Erkek;Kurumsal;250+;Remote;Ýstanbul;? - Türk Lirasý;115.000 - 119.999;2
Senior;Full Stack Developer;"Python;Kotlin;React";12 - 14 Yýl;Erkek;Eðitim;250+;Hibrit (Ofis + Remote);Ýstanbul;? - Türk Lirasý;130.000 - 134.999;4
Junior;Full Stack Developer;".Net;React";1 - 3 Yýl;Erkek;Kurumsal;51 - 100 Kiþi;Ofis;Ankara;? - Türk Lirasý;32.000 - 32.999;1
Middle;Front-end Developer;"JavaScript | Html | Css;Angular";3 - 5 Yýl;Erkek;Kurumsal;250+;Remote;Muðla;? - Türk Lirasý;65.000 - 65.999;2
Middle;Full Stack Developer;"Java;.Net;Go;JavaScript | Html | Css;React;Angular";5 - 7 Yýl;Erkek;Kurumsal;250+;Ofis;Ankara;? - Türk Lirasý;100.000 - 104.999;2
Senior;Product Owner;".Net;Php;Angular";15 Yýl ve üzeri;Erkek;Startup;51 - 100 Kiþi;Remote;Bursa;? - Türk Lirasý;125.000 - 129.999;2
Senior;SAP/ABAP Developer & Consultant;Abap;7 - 10 Yýl;Erkek;Yazýlým Evi & Danýþmanlýk;1 - 5 Kiþi;Remote;Ýstanbul;? - Türk Lirasý;70.000 - 70.999;2
Senior;Software Architect;Java;10 - 12 Yýl;Erkek;Outsource;250+;Remote;Ýstanbul;? - Türk Lirasý;130.000 - 134.999;2
Senior;Data engineer;Pl/sql;5 - 7 Yýl;Kadýn;Banka;250+;Hibrit (Ofis + Remote);Ýstanbul;? - Türk Lirasý;105.000 - 109.999;2
Senior;Back-end Developer;Python;15 Yýl ve üzeri;Erkek;Kurumsal;250+;Hibrit (Ofis + Remote);* ABD;$ - Dolar;20.000 - 20.999;1
Senior;Software Development Manager / Engineering Manager;"Java;Oracle";15 Yýl ve üzeri;Kadýn;Yazýlým Evi & Danýþmanlýk;51 - 100 Kiþi;Hibrit (Ofis + Remote);Ýstanbul;? - Türk Lirasý;110.000 - 114.999;2
Senior;Back-end Developer;"Java;Go";7 - 10 Yýl;Erkek;E-Ticaret;250+;Remote;Denizli;? - Türk Lirasý;120.000 - 124.999;2
Junior;Full Stack Developer;.Net;3 - 5 Yýl;Erkek;Kurumsal;250+;Remote;Ýstanbul;? - Türk Lirasý;56.000 - 56.999;2
Middle;Full Stack Developer;".Net;JavaScript | Html | Css";3 - 5 Yýl;Erkek;Startup;6 - 10 Kiþi;Remote;Aydýn;? - Türk Lirasý;42.000 - 42.999;2
Senior;Back-end Developer;.Net;12 - 14 Yýl;Erkek;Kurumsal;51 - 100 Kiþi;Remote;Muðla;? - Türk Lirasý;100.000 - 104.999;1
Junior;Project Manager;Python;7 - 10 Yýl;Erkek;Yazýlým Evi & Danýþmanlýk;21 - 50 Kiþi;Ofis;Ýzmir;? - Türk Lirasý;60.000 - 60.999;1
Middle;QA / Manuel Test;"Java;Groovy";3 - 5 Yýl;Kadýn;Havacýlýk;250+;Hibrit (Ofis + Remote);Ýstanbul;? - Türk Lirasý;50.000 - 50.999;2
Senior;QA / Automation;"NodeJS;Python;JavaScript | Html | Css";7 - 10 Yýl;Erkek;Kurumsal;101 - 249 Kiþi;Ofis;Ankara;? - Türk Lirasý;95.000 - 99.999;2
Middle;Back-end Developer;"Php;NodeJS;JavaScript | Html | Css;React Native";5 - 7 Yýl;Erkek;Startup;1 - 5 Kiþi;Remote;Kayseri;? - Türk Lirasý;40.000 - 40.999;2
Senior;Full Stack Developer;.Net;5 - 7 Yýl;Kadýn;Kurumsal;250+;Remote;Ýstanbul;? - Türk Lirasý;80.000 - 84.999;1
Middle;Project Manager;Java;5 - 7 Yýl;Erkek;Kurumsal;250+;Remote;Ýstanbul;? - Türk Lirasý;75.000 - 79.999;1
Middle;DevOps Engineer;"Python;Docker";1 - 3 Yýl;Erkek;Startup;250+;Hibrit (Ofis + Remote);Ýstanbul;? - Türk Lirasý;59.000 - 59.999;2
Senior;Front-end Developer;"NodeJS;JavaScript | Html | Css;Angular";15 Yýl ve üzeri;Erkek;Yazýlým Evi & Danýþmanlýk;250+;Remote;Ýstanbul;? - Türk Lirasý;75.000 - 79.999;1
Middle;Data Analyst;Python;5 - 7 Yýl;Kadýn;Kurumsal;250+;Hibrit (Ofis + Remote);Kocaeli;? - Türk Lirasý;62.000 - 62.999;2
Junior;Full Stack Developer;".Net;Angular";1 - 3 Yýl;Kadýn;Kurumsal;250+;Hibrit (Ofis + Remote);Ankara;? - Türk Lirasý;41.000 - 41.999;2
Senior;Full Stack Developer;".Net;JavaScript | Html | Css";5 - 7 Yýl;Erkek;Kurumsal;21 - 50 Kiþi;Hibrit (Ofis + Remote);Ýstanbul;? - Türk Lirasý;90.000 - 94.999;2
Junior;Embedded Software Developer;C / C++;1 - 3 Yýl;Erkek;Startup;250+;Hibrit (Ofis + Remote);Ýstanbul;? - Türk Lirasý;41.000 - 41.999;4
Middle;Front-end Developer;"NodeJS;JavaScript | Html | Css;React";3 - 5 Yýl;Erkek;Startup;21 - 50 Kiþi;Hibrit (Ofis + Remote);Ýstanbul;? - Türk Lirasý;40.000 - 40.999;2
Middle;Mobile Application Developer (Full Stack);Flutter;1 - 3 Yýl;Erkek;Startup;11 - 20 Kiþi;Hibrit (Ofis + Remote);Ýstanbul;? - Türk Lirasý;59.000 - 59.999;2
Middle;Business Analyst;.;3 - 5 Yýl;Erkek;Kurumsal;250+;Hibrit (Ofis + Remote);Ýstanbul;? - Türk Lirasý;50.000 - 50.999;2
Senior;Back-end Developer;.Net;5 - 7 Yýl;Kadýn;Kurumsal;250+;Hibrit (Ofis + Remote);Ýstanbul;? - Türk Lirasý;90.000 - 94.999;2
Senior;Software Development Manager / Engineering Manager;"Java;.Net;JavaScript | Html | Css";15 Yýl ve üzeri;Erkek;Kurumsal;250+;Hibrit (Ofis + Remote);Kocaeli;? - Türk Lirasý;130.000 - 134.999;1
Senior;Embedded Software Developer;C / C++;5 - 7 Yýl;Erkek;Kurumsal;250+;Ofis;Ankara;? - Türk Lirasý;90.000 - 94.999;2
Senior;Full Stack Developer;"Php;JavaScript | Html | Css";7 - 10 Yýl;Erkek;Dijital / Reklam Ajansý;11 - 20 Kiþi;Hibrit (Ofis + Remote);Ankara;? - Türk Lirasý;37.000 - 37.999;2
Middle;Full Stack Developer;"NodeJS;React;Flutter";1 - 3 Yýl;Erkek;Startup;6 - 10 Kiþi;Hibrit (Ofis + Remote);Ýstanbul;? - Türk Lirasý;50.000 - 50.999;2
Middle;Data Scientist;"Java;Python";3 - 5 Yýl;Kadýn;Kurumsal;250+;Hibrit (Ofis + Remote);Kocaeli;? - Türk Lirasý;56.000 - 56.999;1
Senior;Project Manager;".Net;Python;Angular";15 Yýl ve üzeri;Erkek;Kurumsal;250+;Hibrit (Ofis + Remote);Ýstanbul;? - Türk Lirasý;120.000 - 124.999;4
Junior;Front-end Developer;"JavaScript | Html | Css;React;React Native";1 - 3 Yýl;Erkek;Startup;6 - 10 Kiþi;Ofis;Ýzmir;? - Türk Lirasý;25.000 - 25.999;2
Senior;Full Stack Developer;".Net;Angular";10 - 12 Yýl;Erkek;Yazýlým Evi & Danýþmanlýk;21 - 50 Kiþi;Hibrit (Ofis + Remote);Ankara;? - Türk Lirasý;90.000 - 94.999;2
Middle;Full Stack Developer;"Php;JavaScript | Html | Css";15 Yýl ve üzeri;Erkek;Kurumsal;250+;Ofis;Türkiye;? - Türk Lirasý;57.000 - 57.999;2
Junior;Embedded Software Developer;C / C++;0 - 1 Yýl;Kadýn;Startup;6 - 10 Kiþi;Ofis;Ankara;? - Türk Lirasý;30.000 - 30.999;1
Middle;Software Development Manager / Engineering Manager;"Java;NodeJS;Go;JavaScript | Html | Css";7 - 10 Yýl;Erkek;Startup;250+;Ofis;Ýzmir;? - Türk Lirasý;180.000 - 184.999;2
Senior;QA / Manuel Test;Java;10 - 12 Yýl;Kadýn;Banka;250+;Hibrit (Ofis + Remote);Ankara;? - Türk Lirasý;105.000 - 109.999;1
Middle;Front-end Developer;"JavaScript | Html | Css;React;React Native";1 - 3 Yýl;Erkek;Kurumsal;250+;Hibrit (Ofis + Remote);Ýstanbul;? - Türk Lirasý;45.000 - 45.999;1
Junior;Full Stack Developer;.Net;1 - 3 Yýl;Erkek;Kurumsal;11 - 20 Kiþi;Hibrit (Ofis + Remote);Ýzmir;? - Türk Lirasý;40.000 - 40.999;2
Middle;Embedded Software Developer;C / C++;3 - 5 Yýl;Erkek;Kurumsal;101 - 249 Kiþi;Hibrit (Ofis + Remote);Ýstanbul;? - Türk Lirasý;85.000 - 89.999;2
Middle;Full Stack Developer;"Java;Angular";1 - 3 Yýl;Erkek;Kurumsal;250+;Hibrit (Ofis + Remote);Ýstanbul;? - Türk Lirasý;40.000 - 40.999;2
Senior;QA / Manuel Test;Java;5 - 7 Yýl;Kadýn;Banka;250+;Remote;Ýstanbul;? - Türk Lirasý;70.000 - 70.999;2
Senior;Full Stack Developer;.Net;7 - 10 Yýl;Erkek;Kurumsal;250+;Remote;Ýstanbul;? - Türk Lirasý;95.000 - 99.999;1
Middle;Mobile Application Developer (Android);"Go;Kotlin";1 - 3 Yýl;Erkek;E-Ticaret;250+;Hibrit (Ofis + Remote);Eskiþehir;? - Türk Lirasý;75.000 - 79.999;2
Senior;Mobile Application Developer (iOS);Swift;5 - 7 Yýl;Erkek;E-Ticaret;250+;Remote;Ýstanbul;? - Türk Lirasý;95.000 - 99.999;2
Senior;Front-end Developer;"Java;NodeJS;JavaScript | Html | Css;React;Vue";7 - 10 Yýl;Erkek;Banka;250+;Hibrit (Ofis + Remote);Kocaeli;? - Türk Lirasý;145.000 - 149.999;2
Senior;Back-end Developer;Php;5 - 7 Yýl;Erkek;Startup;11 - 20 Kiþi;Remote;Nevþehir;? - Türk Lirasý;100.000 - 104.999;2
Senior;Mobile Application Developer (Android);"Java;Kotlin";5 - 7 Yýl;Erkek;Kurumsal;250+;Hibrit (Ofis + Remote);Ýstanbul;? - Türk Lirasý;105.000 - 109.999;2
Senior;Team / Tech Lead;".Net;Go";12 - 14 Yýl;Erkek;E-Ticaret;250+;Remote;Ýstanbul;? - Türk Lirasý;130.000 - 134.999;2
Junior;Mobile Application Developer (Android);Kotlin;1 - 3 Yýl;Erkek;E-Ticaret;250+;Remote;Manisa;? - Türk Lirasý;65.000 - 65.999;3
Senior;Front-end Developer;Angular;15 Yýl ve üzeri;Erkek;Kurumsal;250+;Hibrit (Ofis + Remote);Ankara;? - Türk Lirasý;120.000 - 124.999;2
Senior;Full Stack Developer;"Php;NodeJS;Flutter";7 - 10 Yýl;Erkek;Yazýlým Evi & Danýþmanlýk;11 - 20 Kiþi;Ofis;Ýstanbul;? - Türk Lirasý;53.000 - 53.999;1
Senior;UI/UX Designer;"JavaScript | Html | Css;React;React Native";5 - 7 Yýl;Kadýn;Kurumsal;250+;Hibrit (Ofis + Remote);Ýstanbul;? - Türk Lirasý;72.000 - 72.999;2
Middle;Full Stack Developer;".Net;React;React Native";3 - 5 Yýl;Erkek;Banka;250+;Hibrit (Ofis + Remote);Ordu;? - Türk Lirasý;58.000 - 58.999;1
Senior;Full Stack Developer;".Net;JavaScript | Html | Css;React";5 - 7 Yýl;Erkek;Banka;51 - 100 Kiþi;Hibrit (Ofis + Remote);Samsun;? - Türk Lirasý;70.000 - 70.999;1
Senior;Back-end Developer;Java;12 - 14 Yýl;Kadýn;Outsource;101 - 249 Kiþi;Ofis;Ankara;? - Türk Lirasý;75.000 - 79.999;1
Middle;Back-end Developer;"Java;JavaScript | Html | Css;Angular";1 - 3 Yýl;Erkek;Yazýlým Evi & Danýþmanlýk;51 - 100 Kiþi;Hibrit (Ofis + Remote);Samsun;? - Türk Lirasý;32.000 - 32.999;2
Senior;Software Architect;.Net;10 - 12 Yýl;Erkek;Kurumsal;51 - 100 Kiþi;Hibrit (Ofis + Remote);Ýstanbul;? - Türk Lirasý;125.000 - 129.999;2
Middle;Data Scientist;Python;3 - 5 Yýl;Erkek;Kurumsal;101 - 249 Kiþi;Hibrit (Ofis + Remote);Ýzmir;? - Türk Lirasý;69.000 - 69.999;2
Middle;Front-end Developer;"JavaScript | Html | Css;React";0 - 1 Yýl;Kadýn;E-Ticaret;21 - 50 Kiþi;Ofis;Ýstanbul;? - Türk Lirasý;20.000 - 20.999;1
Middle;Full Stack Developer;"Java;JavaScript | Html | Css";1 - 3 Yýl;Erkek;Kurumsal;250+;Hibrit (Ofis + Remote);Ankara;? - Türk Lirasý;32.000 - 32.999;2
Senior;Back-end Developer;.Net;7 - 10 Yýl;Erkek;Startup;250+;Remote;Ýzmir;? - Türk Lirasý;85.000 - 89.999;2
Senior;Full Stack Developer;".Net;React;Angular";10 - 12 Yýl;Erkek;Kurumsal;250+;Remote;Kocaeli;? - Türk Lirasý;120.000 - 124.999;2
Junior;Embedded Software Developer;"Python;C / C++";0 - 1 Yýl;Erkek;Startup;6 - 10 Kiþi;Ofis;Ankara;? - Türk Lirasý;30.000 - 30.999;1
Senior;Back-end Developer;Java;12 - 14 Yýl;Erkek;E-Ticaret;250+;Þu an hibrit ama ofise döneceðiz.;Ýstanbul;? - Türk Lirasý;85.000 - 89.999;2
Middle;Front-end Developer;"JavaScript | Html | Css;React;Vue;React Native";3 - 5 Yýl;Erkek;Kurumsal;101 - 249 Kiþi;Remote;Ýstanbul;? - Türk Lirasý;65.000 - 65.999;2
Middle;Mobile Application Developer (Android);"Java;Kotlin";3 - 5 Yýl;Erkek;Kurumsal;51 - 100 Kiþi;Remote;Ýstanbul;? - Türk Lirasý;62.000 - 62.999;1
Junior;Back-end Developer;"Php;Angular";1 - 3 Yýl;Erkek;E-Ticaret;101 - 249 Kiþi;Hibrit (Ofis + Remote);Ýstanbul;? - Türk Lirasý;36.000 - 36.999;2
Senior;Back-end Developer;".Net;Ruby";1 - 3 Yýl;Erkek;Kurumsal;101 - 249 Kiþi;Remote;Mersin;? - Türk Lirasý;55.000 - 55.999;1
Middle;Front-end Developer;"JavaScript | Html | Css;React;Vue";3 - 5 Yýl;Erkek;Kurumsal;250+;Remote;Ýstanbul;? - Türk Lirasý;43.000 - 43.999;2
Senior;Front-end Developer;"React;Angular";5 - 7 Yýl;Erkek;Kurumsal;250+;Hibrit (Ofis + Remote);Ýzmir;? - Türk Lirasý;85.000 - 89.999;2
Senior;Back-end Developer;"Java;Python;C / C++";5 - 7 Yýl;Erkek;Banka;250+;Remote;Ankara;? - Türk Lirasý;80.000 - 84.999;2
Senior;Data Analyst;.Net;12 - 14 Yýl;Erkek;Kurumsal;101 - 249 Kiþi;Hibrit (Ofis + Remote);Ýstanbul;? - Türk Lirasý;150.000 - 154.999;2
Senior;Full Stack Developer;".Net;JavaScript | Html | Css";10 - 12 Yýl;Erkek;Kurumsal;51 - 100 Kiþi;Ofis;Uþak;? - Türk Lirasý;61.000 - 61.999;1
Middle;Front-end Developer;"JavaScript | Html | Css;React;React Native";3 - 5 Yýl;Erkek;Startup;21 - 50 Kiþi;Remote;Ýstanbul;? - Türk Lirasý;50.000 - 50.999;1
Middle;Full Stack Developer;"Java;.Net";3 - 5 Yýl;Erkek;Yazýlým Evi & Danýþmanlýk;1 - 5 Kiþi;Ofis;Ankara;? - Türk Lirasý;35.000 - 35.999;2
Middle;Back-end Developer;"Java;Kotlin;Unity";3 - 5 Yýl;Erkek;Oyun;11 - 20 Kiþi;Ofis;Ýstanbul;? - Türk Lirasý;74.000 - 74.999;2
Senior;Back-end Developer;Php;12 - 14 Yýl;Erkek;Yazýlým Evi & Danýþmanlýk;101 - 249 Kiþi;Remote;Ankara;? - Türk Lirasý;66.000 - 66.999;1
